,ClientMacAddr,Freq_per_day,lat_std,Stay_duration,lng_std,Category,Floor
72,00:0c:e7:69:b8:1f,14.0,0.0145844121603095,1.0,0.0618918558021326,0,1
73,00:0c:e7:69:dc:0d,13.0,0.0,1.0,0.0,0,1
74,00:0c:e7:6c:3b:05,13.0,0.0,1.0,0.0,0,1
75,00:0c:e7:6e:42:f9,13.0,0.0,1.0,0.0,0,1
76,00:0c:e7:6f:a3:94,12.0,0.0,1.0,0.0,0,1
77,00:0c:e7:70:91:89,13.0,0.0,1.0,0.0,0,1
78,00:0c:e7:70:a5:1e,13.0,0.0038109627108828,1.0,0.0024781807997663,0,1
79,00:0c:e7:72:69:3e,13.0,0.008906526976759,1.0,0.0124171604588323,0,1
80,00:0c:e7:77:4f:16,13.0,0.0,1.0,0.0,0,1
81,00:0c:e7:77:52:4f,14.0,0.0089218468775832,1.0,0.0082885709176816,0,1
82,00:0c:e7:79:70:ed,13.0,0.0046654207050918,1.0,0.0016051365086144,0,1
83,00:0c:e7:7a:07:2d,14.0,0.0485559853752198,1.0,0.0342996398541528,0,1
84,00:0c:e7:7c:78:12,14.0,0.034579807719265,1.0,0.0656768807005052,0,1
85,00:0c:e7:7c:df:8d,13.0,0.0101199134706012,1.0,0.0010070607437031,0,1
86,00:0c:e7:7e:5b:8c,12.0,0.0,1.0,0.0,0,1
87,00:0c:e7:80:5d:1f,13.0,0.0010593340908035,1.0,0.0203801212928177,0,1
88,00:0c:e7:82:33:9c,13.0,0.0,1.0,0.0,0,1
89,00:0c:e7:82:5c:fd,13.0,0.0076478158546426,1.0,0.0164150426877531,0,1
90,00:0c:e7:85:75:1a,13.0,0.0,1.0,0.0,0,1
91,00:0c:e7:86:36:5c,13.0,0.018333378748586,1.0,0.0023528904549159,0,1
92,00:0c:e7:86:7c:49,13.0,0.0445400380676773,1.0,0.0250523517997356,0,1
93,00:0c:e7:86:e3:65,14.0,0.0278684752170106,1.0,0.0635830336339777,0,1
94,00:0c:e7:8d:8f:3a,13.0,0.0,1.0,0.0,0,1
95,00:0c:e7:90:a1:e0,13.0,0.0,1.0,0.0,0,1
96,00:0c:e7:91:83:06,12.0,0.0,1.0,0.0,0,1
97,00:0c:e7:93:6e:32,13.0,0.0003332018580437,1.0,0.0151068658915837,0,1
98,00:0c:e7:95:b7:89,1.0,,1.0,,0,1
99,00:0c:e7:97:ae:25,12.0,0.0,1.0,0.0,0,1
100,00:0c:e7:97:b1:bd,13.0,0.021093128448494,1.0,0.02259380687508,0,1
101,00:0c:e7:98:a0:ca,13.0,0.0034283892229807,1.0,0.0010334422582466,0,1
102,00:0c:e7:9d:72:12,14.0,0.0080110522943411,1.0,0.0712433877821895,0,1
103,00:0c:e7:9f:92:21,14.0,0.0229193926004748,1.0,0.0882610144747816,0,1
104,00:0c:e7:a0:8d:eb,14.0,0.0337905638885877,1.0,0.0082480019660085,0,1
105,00:0c:e7:a0:91:51,14.0,0.0183820426772717,1.0,0.0096321836790155,0,1
106,00:0c:e7:a1:24:61,13.0,0.0104159212601938,2.0,0.0040902439509211,0,1
107,00:0c:e7:a1:6a:02,12.0,0.0,1.0,0.0,0,1
108,00:0c:e7:a6:86:7b,13.0,0.0,1.0,0.0,0,1
109,00:0c:e7:a7:6d:98,13.0,0.0,1.0,0.0,0,1
110,00:0c:e7:a7:c6:29,12.0,0.0,1.0,0.0,0,1
111,00:0c:e7:ab:5c:46,13.0,0.0915857217747879,1.0,0.0047124817994707,0,1
112,00:0c:e7:ac:cb:53,13.0,0.0007074343794287,1.0,0.0092365813488464,0,1
113,00:0c:e7:b2:96:2c,13.0,0.0144073337419045,2.0,0.0094750457032919,0,1
114,00:0c:e7:b4:b8:d4,13.0,0.0313772953996233,1.0,0.0447274409349107,0,1
115,00:0c:e7:b5:bd:31,13.0,0.0,1.0,0.0,0,1
116,00:0c:e7:b6:9f:8d,13.0,0.0163747668134867,1.0,0.0097659414337475,0,1
117,00:0c:e7:b7:42:6f,13.0,0.0055649326936693,1.0,0.0033099649661902,0,1
118,00:0c:e7:b8:7f:27,12.0,0.0,1.0,0.0,0,1
119,00:0c:e7:b9:b7:3d,13.0,0.0123171906118749,1.0,0.0997317285216777,0,1
120,00:0c:e7:ba:cc:c1,13.0,0.0017536042955671,1.0,0.0062547019793614,0,1
121,00:0c:e7:bc:27:b9,13.0,0.0,1.0,0.0,0,1
122,00:0c:e7:bd:92:a5,1.0,,1.0,,0,1
123,00:0c:e7:be:db:2e,13.0,0.0021279852664873,1.0,0.0006454069852452,0,1
124,00:0c:e7:bf:52:c3,12.0,0.0,1.0,0.0,0,1
125,00:0c:e7:c1:00:a5,12.0,0.0,1.0,0.0,0,1
126,00:0c:e7:c1:0c:eb,13.0,0.0,1.0,0.0,0,1
127,00:0c:e7:c1:da:55,13.0,0.0292909796055436,1.0,0.0250034450114001,0,1
128,00:0c:e7:c2:ca:25,14.0,0.0214936281407427,1.0,0.0981125105605551,0,1
129,00:0c:e7:c4:16:29,13.0,0.0033131367893252,1.0,0.0011266657197703,0,1
130,00:0c:e7:c5:ff:25,13.0,0.0110225693185173,1.0,0.0750525599088867,0,1
131,00:0c:e7:c6:b6:22,13.0,0.0,1.0,0.0,0,1
132,00:0c:e7:c8:1b:1b,13.0,0.0261745379809699,1.0,0.0252965482723631,0,1
133,00:0c:e7:c8:cc:6d,12.0,0.0,1.0,0.0,0,1
134,00:0c:e7:c8:f5:90,13.0,0.0,1.0,0.0,0,1
135,00:0c:e7:c9:db:14,14.0,0.0212298716600011,1.0,0.0314558653327864,0,1
136,00:0c:e7:ca:cf:63,13.0,0.0,1.0,0.0,0,1
137,00:0c:e7:cb:3e:bb,13.0,0.0224221181690298,1.0,0.0108440949048675,0,1
138,00:0c:e7:cc:5f:04,13.0,0.0,1.0,0.0,0,1
139,00:0c:e7:cc:f9:06,12.0,0.0,1.0,0.0,0,1
140,00:0c:e7:cf:4f:28,14.0,0.129193914507131,1.0,0.0334951932694913,0,1
141,00:0c:e7:cf:bc:a9,13.0,0.0566178705502508,1.0,0.0129825347887737,0,1
142,00:0c:e7:d0:9d:3a,13.0,0.0,1.0,0.0,0,1
143,00:0c:e7:d1:5a:a5,13.0,0.0,1.0,0.0,0,1
144,00:0c:e7:d3:c2:9d,13.0,0.0011438065073513,1.0,0.0826651603930532,0,1
145,00:0c:e7:d4:d5:13,13.0,0.0747101869690883,1.0,0.0064995777890728,0,1
146,00:0c:e7:d6:73:c1,14.0,0.0529484891012517,1.0,0.0680732801811492,0,1
147,00:0c:e7:d8:f1:ba,13.0,0.0,1.0,0.0,0,1
148,00:0c:e7:d9:24:39,13.0,0.0066845856117786,1.0,0.015148935377212,0,1
149,00:0c:e7:d9:9f:6d,13.0,0.0,1.0,0.0,0,1
150,00:0c:e7:d9:be:5f,13.0,0.0,1.0,0.0,0,1
151,00:0c:e7:db:d4:b1,13.0,0.0,1.0,0.0,0,1
152,00:0c:e7:de:ce:c4,13.0,0.0,1.0,0.0,0,1
153,00:0c:e7:e0:a2:38,13.0,0.0,1.0,0.0,0,1
154,00:0c:e7:e1:77:af,13.0,0.0,1.0,0.0,0,1
155,00:0c:e7:e1:cf:11,13.0,0.0981472196867488,1.0,0.0326293116639568,0,1
156,00:0c:e7:e3:92:f7,14.0,0.0485316932276175,1.0,0.0313442262939014,0,1
157,00:0c:e7:e4:04:92,13.0,0.0108928658312497,1.0,0.0013965965444106,0,1
158,00:0c:e7:e4:ec:29,13.0,0.0,1.0,0.0,0,1
159,00:0c:e7:e5:f6:93,1.0,,1.0,,0,1
160,00:0c:e7:e7:ec:ac,13.0,0.0,1.0,0.0,0,1
161,00:0c:e7:e8:9b:7c,13.0,0.0089837273014022,1.0,0.0347219082874463,0,1
162,00:0c:e7:e9:b1:11,13.0,0.0332366428877006,1.0,0.0068683616649066,0,1
163,00:0c:e7:eb:9d:70,1.0,,1.0,,0,1
164,00:0c:e7:ec:6f:44,13.0,0.0298674047373177,1.0,0.0077303411148171,0,1
165,00:0c:e7:ec:7f:44,13.0,0.0060488076352071,1.0,0.0280140076417324,0,1
166,00:0c:e7:ed:68:01,12.0,0.0,1.0,0.0,0,1
167,00:0c:e7:ee:d7:9c,12.0,0.0,1.0,0.0,0,1
168,00:0c:e7:ef:8e:d6,14.0,0.0253549038168264,1.0,0.0313653499016007,0,1
169,00:0c:e7:ef:e5:6b,14.0,0.0019430871120179,1.0,0.0148112762826574,0,1
170,00:0c:e7:f0:f5:50,13.0,0.0136018145619233,1.0,0.0052273486856093,0,1
171,00:0c:e7:f2:3e:14,1.0,,1.0,,0,1
172,00:0c:e7:f3:98:23,13.0,0.0,1.0,0.0,0,1
173,00:0c:e7:f4:04:28,13.0,0.0110446062611823,1.0,0.026070672353396,0,1
174,00:0c:e7:f4:9f:ad,13.0,0.0,1.0,0.0,0,1
175,00:0c:e7:f7:75:f1,13.0,0.0663420369433693,1.0,0.0452013328659975,0,1
176,00:0c:e7:f8:17:33,13.0,0.0,1.0,0.0,0,1
177,00:0c:e7:f9:82:27,13.0,0.0080046350814176,1.0,0.0018714032460798,0,1
178,00:0c:e7:fb:1b:1a,13.0,0.0030731335866118,1.0,0.0092255048971238,0,1
179,00:0c:e7:fe:2a:94,13.0,0.0,1.0,0.0,0,0
180,00:0c:e7:fe:46:63,12.0,0.0,1.0,0.0,0,1
181,00:0c:e7:ff:4e:47,13.0,0.007916399005781,1.0,0.0227628680612996,0,1
182,00:10:02:36:6f:0d,13.0,0.0,1.0,0.0,0,2
183,00:10:02:4a:d1:1d,13.0,0.0,1.0,0.0,0,2
184,00:10:20:cd:86:91,18.0,0.011558343596651,1.0,0.0806870649235881,0,2
185,00:10:20:ce:55:87,3.0,0.0176805254863418,1.0,0.0130669743221014,0,1
186,00:10:20:ce:ba:b5,15.0,0.009933831004221,1.0,0.0195241071122648,0,1
187,00:10:20:ce:df:1d,15.0,0.000312614919476,1.0,0.0023674217383807,0,2
188,00:10:40:b3:c7:4f,13.0,0.0131482643072692,2.0,0.0100289745004329,0,2
189,00:10:40:b9:bb:0b,45.0,0.2778309448194739,1.0,0.2652630558756899,0,2
190,00:10:40:b9:bf:aa,26.0,0.2591252130945187,1.0,0.2669669487852152,0,2
191,00:1b:9e:61:3e:47,14.0,0.0052665539927405,1.0,0.0110153375426838,0,2
192,00:1c:bf:f9:24:55,138.0,0.0199165575667041,3.0,0.0107197438523515,0,1
193,00:1d:c0:4a:dc:c6,20.0,0.0220880755212006,1.0,0.0097010099733578,0,1
194,00:1e:42:19:5d:bc,56.0,0.2027720019165119,3.0,0.2731551634325248,0,2
195,00:21:6b:fb:e8:cf,406.0221674876847,0.3007300403227105,2.0,0.3977381981296701,0,2
196,00:23:32:28:05:a2,58.40782122905028,0.1677718408693382,2.4134078212290504,0.2819248685116272,0,2
197,00:23:a7:d9:dc:a0,97.0,0.0169967148428961,1.0,0.0393852779099313,0,1
198,00:23:a7:db:3e:e8,120.0,0.0261061896733406,1.0,0.0356345094587528,0,1
199,00:23:a7:e5:84:78,229.0137614678899,0.0144975235928642,1.0,0.178858183210549,0,2
200,00:23:a7:e5:8c:5c,426.1024432061723,0.0345928914778406,2.095585083583369,0.082449596663954,0,2
201,00:23:a7:e6:02:58,29.0,0.1024554465146551,1.0,0.0128729550107392,0,1
202,00:23:a7:e7:63:c0,213.11730205278596,0.1249442993857437,2.668621700879765,0.0337233048260558,0,1
203,00:23:a7:e7:7e:f0,138.301775147929,0.0709758670985998,1.6173570019723866,0.1015976202564541,0,1
204,00:23:a7:e7:81:3c,342.99136069114473,0.0142848627266048,2.062634989200864,0.0132735415811732,0,1
205,00:25:42:02:15:38,16.0,0.0441527512504285,1.0,0.0405677589532795,0,2
206,00:25:42:30:bc:99,13.0,0.0047373821725734,1.0,0.0025863742417658,0,2
207,00:27:15:bc:e4:ff,9.0,0.0199272512078495,1.0,0.1391942427695353,0,1
208,00:28:f8:73:5c:e9,243.0,0.0470286466238664,2.0,0.0747810627716266,0,2
209,00:34:fe:fc:d1:95,13.0,0.001412289166912,1.0,0.0085795739479895,0,2
210,00:61:71:81:d2:05,1.0,,1.0,,0,2
211,00:6d:52:2d:b5:2f,80.0,0.0003807770613166,1.0,0.0006731598293708,0,2
212,00:80:92:df:7b:97,9.0,0.0123502450393905,1.0,0.0148735102387964,0,3
213,00:87:01:e8:03:20,2.0,0.1002232749626268,1.0,0.0201666414574747,0,1
214,00:87:01:eb:bb:4f,30.660377358490567,0.0889244554888499,1.69811320754717,0.0571926612399717,0,2
215,00:93:62:1c:df:bd,1.0,,1.0,,0,1
216,00:a5:5c:8f:06:2c,13.0,0.0065223595921676,1.0,0.1044360417733268,0,1
217,00:b3:62:05:4f:bd,1.0,,1.0,,0,1
218,00:b3:62:15:db:bd,1.0,,1.0,,0,1
219,00:b3:62:1d:df:bd,235.24427480916032,0.0617397425948091,1.9465648854961832,0.2197178785858047,0,3
220,00:b3:62:24:36:31,38.0,0.0922980434443325,3.0,0.0988376478874488,0,1
221,00:b3:62:24:f8:de,481.0,0.3301138634845727,2.0,0.0515763101898688,0,2
222,00:b3:62:25:cf:a2,296.9640522875817,0.0665687753895738,3.4379084967320264,0.1572419588734696,0,3
223,00:b3:62:26:0c:71,68.70434782608696,0.0704123197085498,1.0,0.1676124059682059,0,3
224,00:b3:62:26:15:04,204.9121951219512,0.0663849508661298,1.778048780487805,0.2501605018992101,0,3
225,00:b3:62:32:00:f3,128.0,0.0588365806580432,5.0,0.30570330858444,0,3
226,00:b3:62:4e:0f:c9,344.538338658147,0.0724854589415737,3.803514376996805,0.1549737671613918,0,3
227,00:b3:62:54:8c:ad,7.0,0.0138800159003178,2.0,0.0181602051480083,0,1
228,00:b3:62:55:82:44,4.0,0.0012816979238352,1.0,0.0012279379679319,0,1
229,00:b3:62:8a:bc:22,123.50563607085346,0.2000947304339486,2.4460547504025767,0.3652108664346669,0,2
230,00:b3:62:8e:6b:a7,316.1436031331593,0.2620136441550975,2.25,0.4158623834468715,0,2
231,00:b3:62:de:41:e9,43.0,0.0366243980149294,2.0,0.1514240504577496,0,3
232,00:b3:62:de:fd:e8,243.5425,0.0622281048453386,2.0975,0.1909590061188136,0,3
233,00:b5:d0:ab:40:a1,12.142857142857142,0.2066165250928526,1.0,0.1754034875145765,0,2
234,00:b5:d0:ab:47:57,6.0,0.0007823726508877,1.0,0.0012247594162532,0,2
235,00:b6:a6:fc:98:5e,404.25088339222617,0.3128466365238785,2.989399293286219,0.034120566864356,0,2
236,00:bb:3a:93:81:f7,92.0,0.1249672533320857,2.0,0.0626387997512102,0,1
237,00:c2:c6:cc:a8:85,5.8,0.0116341837622746,1.3,0.0929150804417773,0,2
238,00:c2:c6:ec:4c:a3,2.5,0.0342503236661483,1.75,0.0290773974647879,0,2
239,00:c2:c6:f9:2f:9f,5.0,0.0188706590169137,1.0,0.0932084170526521,0,2
240,00:db:70:d3:80:35,480.0,0.027473902420248,2.0,0.0945928734162947,0,2
241,00:dc:df:13:a7:05,11.0,0.0230708618241085,1.0,0.0393796894349943,0,2
242,00:e1:8c:91:ed:2b,16.0,0.0921550313073074,2.0,0.0286614773452184,0,1
243,00:e1:8c:d4:f7:4c,608.0,0.0543984600541131,3.0,0.0386616063661138,0,2
244,00:e1:93:2c:cc:9f,36.629629629629626,0.1514274759641844,1.0,0.0647771415869743,0,1
245,00:fa:21:83:68:a8,1.0,,1.0,,0,2
246,04:0d:5c:6c:f5:8f,13.0,0.0125951340187047,1.0,0.0720604341461494,0,2
247,04:32:f4:5c:04:df,10.0,0.0030411757047714,1.0,0.0015968869015362,0,2
248,04:32:f4:66:3e:4c,12.0,0.0098454188985525,1.0,0.0018042438718574,0,2
249,04:41:69:b4:32:fb,17.0,0.051929156826457,1.0,0.1931623300222665,0,3
250,04:4e:af:c3:64:08,19.0,0.0034447807550145,1.0,0.0053926062114828,0,2
251,04:4e:af:f4:47:3b,70.0,0.0263756656128338,2.0,0.0206801695976264,0,2
252,04:54:53:79:7d:6b,185.0,0.030384928678113,2.0,0.0658590953560386,0,2
253,04:69:f8:34:4b:3c,90.0,0.0449436828123217,1.0,0.172733853271886,0,3
254,04:69:f8:35:d6:d2,78.0,0.0498150443709398,4.0,0.0544399073935817,0,1
255,04:69:f8:3b:0b:e9,101.0,0.1888008821872746,3.0,0.0320018296170282,0,1
256,04:69:f8:3b:d0:7b,53.0,0.0095429583839149,1.0,0.0115682935174037,0,2
257,04:69:f8:5a:69:e3,370.0,0.109471347931773,4.0,0.0768799460129748,0,2
258,04:69:f8:62:07:e9,20.161290322580644,0.0794156609599658,2.0,0.1371009454848475,0,2
259,04:72:95:42:af:df,27.88888888888889,0.0027432712583246,1.6031746031746033,0.0019529050986854,0,1
260,04:72:95:b0:dd:55,12.0,0.0,1.0,0.0,0,2
261,04:72:95:b6:0e:16,819.0,0.3262657148873614,4.0,0.1394821335854103,0,2
262,04:72:95:ba:6d:af,61.49122807017544,0.2528911419764642,1.3596491228070176,0.3916127810834813,0,2
263,04:79:70:23:22:5e,13.0,0.0176199980125396,1.0,0.0422199132228495,0,2
264,04:79:70:75:80:b3,33.0,0.021681581788335,1.0,0.1415706187144736,0,1
265,04:84:03:c7:4e:ac,13.0,0.019174086778241,1.0,0.0191401521734348,0,2
266,04:b1:a1:a8:5c:da,9.0,0.0082930860147829,1.0,0.0132430709143571,0,2
267,04:b4:29:27:53:d1,67.78740157480316,0.0357995877642923,1.6299212598425197,0.2991155182304357,0,3
268,04:b4:29:7b:0c:6d,7.0,0.0,1.0,0.0,0,2
269,04:b4:29:b2:3e:83,4.0,0.0,1.0,0.0,0,2
270,04:b4:29:ea:da:2d,1.0,,1.0,,0,1
271,04:c2:3e:2c:60:25,13.0,0.0,1.0,0.0,0,2
272,04:c2:3e:2c:62:e0,6.0,0.0002544888176778,1.0,0.0003716410093211,0,2
273,04:c2:3e:2c:6d:47,13.0,0.3836398812823633,1.0,0.315822005552632,0,2
274,04:d3:b0:3e:c0:f1,460.0,0.0273103614749633,3.0,0.0819933308631675,0,2
275,04:d3:b0:5b:c2:19,255.0,0.0728005133901654,3.0,0.0298923885335616,0,2
276,04:d3:b0:88:6f:26,80.0,0.0008595363163957,1.0,0.0010541977049809,0,1
277,04:d3:b0:f1:69:d1,6.0,0.0,1.0,0.0,0,2
278,04:d6:aa:08:86:f1,28.0,0.4063118930060109,1.0,0.4884076385744351,0,2
279,04:d6:aa:1f:65:89,5.0,0.0,1.0,0.0,0,2
280,04:d6:aa:2a:c8:83,15.0,0.0951695631785361,1.0,0.0081951513569032,0,2
281,04:d6:aa:37:55:4e,13.0,0.0,1.0,0.0,0,2
282,04:d6:aa:41:83:aa,243.0,0.0344881862163668,1.0,0.2488990977893305,0,3
283,04:d6:aa:54:52:41,52.22666666666667,0.3595969920811168,1.0,0.1503250521046084,0,2
284,04:d6:aa:69:d1:9e,18.1,0.0230282696705164,1.0,0.0217899558335356,0,2
285,04:d6:aa:6c:bb:a0,156.96166134185304,0.0581616640990685,1.5271565495207668,0.1533940236093698,0,3
286,04:d6:aa:72:3a:67,13.0,0.0,1.0,0.0,0,2
287,04:d6:aa:88:5d:e1,168.87623762376236,0.0360473531211804,3.1584158415841586,0.2413492860636213,0,3
288,04:d6:aa:9d:5d:f8,13.0,0.0,1.0,0.0,0,1
289,04:d6:aa:9d:fc:7c,72.5578947368421,0.066919024547333,1.863157894736842,0.1673603958234416,0,1
290,04:d6:aa:9f:df:00,13.0,0.0,1.0,0.0,0,2
291,04:d6:aa:ae:da:a1,28.73170731707317,0.0470808746389931,2.048780487804878,0.1017908918504907,0,2
292,04:d6:aa:b2:f4:19,11.0,0.0,1.0,0.0,0,1
293,04:d6:aa:c0:45:a2,13.0,0.0,1.0,0.0,0,3
294,04:d6:aa:c0:d8:56,374.3945578231293,0.0580319571341905,4.0600907029478455,0.2272620018085312,0,3
295,04:d6:aa:c3:9a:ba,312.0,0.0149902977913363,2.0,0.0680315463471484,0,3
296,04:d6:aa:dc:90:b3,38.0,0.08904797919692,2.0,0.2924482042786662,0,1
297,04:d6:aa:e8:27:64,372.1386554621849,0.0554607077053807,3.677521008403361,0.2050466765759952,0,3
298,04:db:56:e3:9a:95,3.0,0.0,1.0,0.0,0,2
299,04:db:56:e6:b5:71,1.0,,1.0,,0,2
300,04:ea:56:19:c2:1a,146.0,0.1223736043929717,2.0,0.0842825103400548,0,2
301,04:ea:56:92:f9:9b,525.8818713450293,0.0182626048306501,8.534502923976609,0.0223507910225921,0,2
302,04:ed:33:03:3b:c6,42.0,0.0229384045785628,1.0,0.0976542901487237,0,2
303,04:ed:33:8d:03:06,789.0025284450063,0.0248118458014739,3.9962073324905183,0.1203501374668905,0,2
304,04:ed:33:8d:03:07,15.0,0.0381081102771844,1.0,0.1270281455614721,0,2
305,04:f1:28:2b:8f:ab,2.0,0.0223841638077108,1.0,0.0085490284281402,0,1
306,08:36:c9:65:11:f7,52.0,0.10232228948283,2.0,0.0428890583476618,0,2
307,08:6d:41:b7:50:dc,24.0,0.0030396790972602,1.0,0.0053737211429041,0,2
308,08:6f:d5:1f:d2:d2,12.0,0.0,1.0,0.0,0,2
309,08:78:08:1d:8a:68,13.0,0.0023475409546211,1.0,0.0083950810800146,0,2
310,08:78:08:92:d7:a8,29.0,0.0267473691828176,3.0,0.0628856923391256,0,1
311,08:78:08:f8:26:e4,1.0,,1.0,,0,1
312,08:a6:bc:fe:1a:91,1.0,,1.0,,0,2
